;question;answer
136;[<p>В сосуде находится 1 литр воды при температуре 27° C. Чему стало бы равным давление внутри сосуда, если бы силы взаимодействия между молекулами воды внезапно исчезли?</p>, <p><em>Задача №4.2.62 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=1\) л, \(t=27^\circ\) C, \(p-?\)</p>, <p>Если силы взаимодействия между молекулами воды исчезнут, то вода превратится в водяной пар (идеальный газ). Его давление определяется уравнением Клапейрона-Менделеева:</p>, <p>\[pV_1 = \frac{m}{M}RT\;\;\;\;(1)\]</p>, <p>Здесь \(V_1\) – объем сосуда, \(M\) – молярная масса водяного пара, равная 0,018 кг/моль.</p>, <p>Массу воды \(m\) найдём по такой формуле, где \(\rho\) – плотность жидкой воды, равная 1000 кг/м<sup>3</sup>:</p>, <p>\[m = \rho V\]</p>, <p>Тогда уравнение (1) примет вид:</p>, <p>\[p{V_1} = \frac{{\rho V}}{M}RT\]</p>, <p>В условии не сказано, какой объем \(V_1\) имеет сосуд, но если предположить, что изначально вода занимала весь объем сосуда, то есть \(V_1=V\), то получим:</p>, <p>\[p = \frac{\rho }{M}RT\]</p>, <p>Переведём температуру в систему СИ и посчитаем ответ:</p>, <p>\[27^\circ\;C  = 300\;К\]</p>, <p>\[p = \frac{{1000}}{{0,018}} \cdot 8,31 \cdot 300 = 138,5 \cdot {10^6}\;Па = 138,5\;МПа\]</p>]"
137;[<p>В двух сосудах находится одинаковое количество одного и того же газа. В первом сосуде давление равно 400 кПа, температура \(T\), во втором – давление 600 кПа, температура \(3T\). Чему равно отношение объемов сосудов.</p>, <p><em>Задача №4.2.63 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(\nu_1=\nu_2\), \(p_1=400\) кПа, \(T_1=T\), \(p_2=600\) кПа, \(T_2=3T\), \(\frac{V_2}{V_1}-?\)</p>, <p>Запишем уравнение Клапейрона-Менделеева для газов, содержащихся в двух сосудах:</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1}{V_1} = {\nu _1}R{T_1} \hfill \\<br/> {p_2}{V_2} = {\nu _2}R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Поделим нижнее уравнение на верхнее, и выразим искомое отношение \(\frac{V_2}{V_1}\):</p>, <p>\[\frac{{{p_2}{V_2}}}{{{p_1}{V_1}}} = \frac{{{\nu _2}{T_2}}}{{{\nu _1}{T_1}}}\]</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = \frac{{{p_1}{\nu _2}{T_2}}}{{{p_2}{\nu _1}{T_1}}}\]</p>, <p>По условию \(\nu_1=\nu_2\), \(T_1=T\) и \(T_2=3T\), поэтому:</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = \frac{{{p_1} \cdot 3T}}{{{p_2} \cdot T}} = \frac{{3{p_1}}}{{{p_2}}}\]</p>, <p>Посчитаем ответ:</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = \frac{{3 \cdot 400 \cdot {{10}^3}}}{{600 \cdot {{10}^3}}} = 2\]</p>]
138;[<p>Резиновая камера содержит воздух при температуре 27° C и нормальном атмосферном давлении. На какую глубину нужно опустить камеру в воду, чтобы её объем уменьшился вдвое? Температура воды 4° C.</p>, <p><em>Задача №4.2.64 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t_1=27^\circ\) C, \(p_0=100\) кПа, \(V_2=\frac{V_1}{2}\), \(t_2=4^\circ\) C, \(h-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-6678 size-medium"" height=""256"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-300x256.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-300x256.png 300w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-150x128.png 150w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-1024x875.png 1024w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi.png 1129w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""256"" itemprop=""height""/></meta></span></a>Давление воздуха в резиновой камере всегда равно внешнему давлению. Поэтому, когда резиновая камера находится в воздухе, то воздух внутри неё оказывает атмосферное давление, а если она находится в воде на глубине \(h\) – давление воздуха внутри камеры будет равно давлению воды на этой искомой глубине \(h\).</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1} = {p_0} \;\;\;\;(1)\hfill \\<br/> {p_2} = {p_0} + \rho gh \;\;\;\;(2)\hfill \\<br/> \end{gathered} \right.\]</p>, <p>Здесь \(\rho\) – плотность воды, равная 1000 кг/м<sup>3</sup>.</p>, <p>Если опустить резиновую камеру на некоторую глубину в воду, то её объем уменьшится (об этом сказано в условии), а температура воздуха в камере станет равной температуре воды.</p>, <p>Запишем объединенный газовый закон (уравнение Клапейрона):</p>, <p>\[\frac{{{p_1}{V_1}}}{{{T_1}}} = \frac{{{p_2}{V_2}}}{{{T_2}}}\]</p>, <p>Из этого равенства выразим \(p_2\):</p>, <p>\[{p_2} = {p_1}\frac{{{V_1}{T_2}}}{{{V_2}{T_1}}}\]</p>, <p>Подставим в это равенство выражения (1) и (2) и учтём, что по условию \(V_2=\frac{V_1}{2}\), тогда:</p>, <p>\[{p_0} + \rho gh = {p_0}\frac{{2{V_1}{T_2}}}{{{V_1}{T_1}}}\]</p>, <p>\[{p_0} + \rho gh = {p_0}\frac{{2{T_2}}}{{{T_1}}}\]</p>, <p>Осталось только выразить искомую глубину \(h\):</p>, <p>\[\rho gh = {p_0}\left( {\frac{{2{T_2}}}{{{T_1}}} – 1} \right)\]</p>, <p>\[h = \frac{{{p_0}}}{{\rho g}}\left( {\frac{{2{T_2}}}{{{T_1}}} – 1} \right)\]</p>, <p>Переведём данные в условии температуры в систему СИ:</p>, <p>\[27^\circ\;C  = 300\;К\]</p>, <p>\[4^\circ\;C  = 277\;К\]</p>, <p>\[h = \frac{{100 \cdot {{10}^3}}}{{1000 \cdot 10}}\left( {\frac{{2 \cdot 277}}{{300}} – 1} \right) = 8,47\;м = 847\;см\]</p>]"
139;[<p>В баллоне объемом 10 л находится кислород, масса которого 12,8 г. Давление в баллоне измеряется U-образным манометром, заполненным водой. Какова разность уровней воды в трубках манометра при температуре газа 27° C? Атмосферное давление нормальное.</p>, <p><em>Задача №4.2.65 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=10\) л, \(m=12,8\) г, \(t=27^\circ\) C, \(h-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-1.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-6686 size-medium"" height=""278"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-1-300x278.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-1-300x278.png 300w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-1-150x139.png 150w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-1.png 866w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""278"" itemprop=""height""/></meta></span></a>Запишем уравнение Клапейрона-Менделеева, чтобы определить давление кислорода в баллоне \(p\):</p>, <p>\[pV = \frac{m}{M}RT\]</p>, <p>\[p = \frac{m}{{MV}}RT\;\;\;\;(1)\]</p>, <p>В этой формуле \(M\) – молярная масса кислорода, равная 0,032 кг/моль, \(R\) – универсальная газовая постоянная, равная 8,31 Дж/(моль·К).</p>, <p>Все величины, входящие в эту формулу известны, значит мы можем узнать давление кислорода (перевод величин в систему СИ указан ниже):</p>, <p>\[p = \frac{{0,0128}}{{0,032 \cdot 0,01}} \cdot 8,31 \cdot 300 = 99720\;Па\]</p>, <p>Давление кислорода \(p\) меньше нормального атмосферного давления \(p_0\), значит уровень воды в левом колене U-образного манометра будет выше, чем в правом (смотрите схему).</p>, <p>Выделим горизонтальный уровень (на схеме ab), ниже которого находится только вода. Применим закон сообщающихся сосудов, согласно которому в сообщающихся сосудах при равновесии давление жидкости на любом горизонтальном уровне одинаково. Значит будет верно записать, что:</p>, <p>\[p + \rho gh = {p_0}\]</p>, <p>Здесь \(\rho\) – плотность воды, равная 1000 кг/м<sup>3</sup>, а \(p_0\) – нормальное атмосферное давление, равное 100 кПа.</p>, <p>Подставим в формулу выражение (1), тогда:</p>, <p>\[\frac{m}{{MV}}RT + \rho gh = {p_0}\]</p>, <p>\[h = \frac{1}{{\rho g}}\left( {{p_0} – \frac{m}{{MV}}RT} \right)\]</p>, <p>Переведем массу газа, объем баллона и температуру в систему СИ:</p>, <p>\[12,8\;г = 0,0128\;кг\]</p>, <p>\[10\;л = 0,01\;м^3\]</p>, <p>\[27^\circ\;C  = 300\;К\]</p>, <p>Посчитаем ответ:</p>, <p>\[h = \frac{1}{{1000 \cdot 10}}\left( {100 \cdot {{10}^3} – \frac{{0,0128}}{{0,032 \cdot 0,01}} \cdot 8,31 \cdot 300} \right) = 0,028\;м\]</p>]"
140;[<p>Баллон содержит 0,3 кг гелия. Абсолютная температура в баллоне уменьшилась на 10%, масса газа тоже уменьшилась. В результате давление упало на 20%. Сколько молекул гелия ушло из баллона?</p>, <p><em>Задача №4.2.66 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(m=0,3\) кг, \(T_2=0,9T_1\), \(p_2=0,8p_1\), \(\Delta N-?\)</p>, <p>Пусть \(N\) – начальное число атомов гелия в баллоне, а \(\Delta N\) – число ушедших из баллона атомов гелия.</p>, <p>Запишем дважды уравнение Клапейрона-Менделеева для двух состояний гелия, о которых говорится в условии. При этом количество вещества гелия представим как отношение числа молекул к числу Авогадро \(N_А\).</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1}V = \frac{N}{{{N_А}}}R{T_1} \hfill \\<br/> {p_2}V = \frac{{N – \Delta N}}{{{N_А}}}R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Поделим нижнее уравнение на верхнее, тогда:</p>, <p>\[\frac{{{p_2}}}{{{p_1}}} = \left( {1 – \frac{{\Delta N}}{N}} \right) \cdot \frac{{{T_2}}}{{{T_1}}}\]</p>, <p>По условию температура гелия уменьшилась на 10% (\(T_2=0,9T_1\)), а давление упало на 20% (\(p_2=0,8p_1\)), поэтому:</p>, <p>\[\frac{{0,8{p_1}}}{{{p_1}}} = \left( {1 – \frac{{\Delta N}}{N}} \right) \cdot \frac{{0,9{T_1}}}{{{T_1}}}\]</p>, <p>\[0,8 = 0,9\left( {1 – \frac{{\Delta N}}{N}} \right)\]</p>, <p>\[\frac{8}{9} = 1 – \frac{{\Delta N}}{N}\]</p>, <p>\[\Delta N = \frac{1}{9}N\]</p>, <p>Начальное число атомов гелия \(N\) можно найти так:</p>, <p>\[N = \nu {N_А}\]</p>, <p>Число Авогадро \(N_А\) равно 6,023·10<sup>23</sup> моль<sup>-1</sup>.</p>, <p>Количество вещества \(\nu\) определим как отношение начальной массы гелия \(m\) к молярной массе гелия \(M\) (она равна 0,004 кг/моль):</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Решение задачи в общем виде такое:</p>, <p>\[\Delta N = \frac{{m{N_А}}}{{9M}}\]</p>, <p>Посчитаем ответ:</p>, <p>\[\Delta N = \frac{{0,3 \cdot 6,023 \cdot {{10}^{23}}}}{{9 \cdot 0,004}} = 5 \cdot {10^{24}}\]</p>]
141;[<p>В откачанной ампуле объемом 3 см<sup>3</sup> содержится радий массой 5 г в течение одного года. В результате радиоактивного распада из радия массой 1 г в одну секунду вылетает 3,7·10<sup>10</sup> альфа-частиц, представляющих собой ядра гелия. Какое давление будет производить гелий при температуре 300 К?</p>, <p><em>Задача №4.2.67 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=3\) см<sup>3</sup>, \(m=5\) г, \(\tau=1\) год, \(m_0=1\) г, \(N_0=3,7 \cdot 10^{10}\), \(\tau_0=1\) с, \(T=300\) К, \(p-?\)</p>, <p>Если скорость распада радия, то есть количество вылетающих альфа-частиц (ядер гелия) в одну секунду постоянно, то справедливо равенство:</p>, <p>\[\frac{{{N_0}}}{{{\tau _0}}} = \frac{{{N_1}}}{\tau }\]</p>, <p>\[{N_1} = {N_0}\frac{\tau }{{{\tau _0}}}\;\;\;\;(1)\]</p>, <p>Здесь \(N_1\) – число альфа-частиц, образующихся в результате распада радия массой 1 г (\(m_0\)) за 1 год (\(\tau\)). Вполне очевидно, что из 5 г радия (\(m\)) образуется в 5 раз больше гелия, то есть верна такая формула:</p>, <p>\[N = \frac{m}{{{m_0}}}{N_1}\]</p>, <p>Учитывая (1), имеем:</p>, <p>\[N = \frac{{{N_0}m\tau }}{{{m_0}{\tau _0}}}\;\;\;\;(2)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева, при этом количество вещества \(\nu\) запишем в виде отношения количества частиц \(N\) к числу Авогадро \(N_А\):</p>, <p>\[pV = \frac{N}{{{N_А}}}RT\]</p>, <p>В это уравнение подставим выражение (2), далее выразим искомое давление \(p\):</p>, <p>\[pV = \frac{{{N_0}m\tau }}{{{N_А}{m_0}{\tau _0}}}RT\]</p>, <p>\[p = \frac{{{N_0}m\tau }}{{V{N_А}{m_0}{\tau _0}}}RT\]</p>, <p>Переведем некоторые величины в систему СИ:</p>, <p>\[3\;см^3 = 3 \cdot {10^{ – 6}}\;м^3\]</p>, <p>\[5\;г = 0,005\;кг\]</p>, <p>\[1\;год = 365 \cdot 24 \cdot 60 \cdot 60\;с = 31536000\;с\]</p>, <p>\[1\;г = 0,001\;кг\]</p>, <p>Посчитаем ответ:</p>, <p>\[p = \frac{{3,7 \cdot {{10}^{10}} \cdot 0,005 \cdot 31536000}}{{3 \cdot {{10}^{ – 6}} \cdot 6,023 \cdot {{10}^{23}} \cdot 0,001 \cdot 1}} \cdot 8,31 \cdot 300 = 8049,5\;Па\]</p>]"
142;[<p>Два сосуда, содержащих одинаковую массу одного и того же газа, соединены трубкой с краном. В первом давлении 100 кПа, во втором – 300 кПа. Температура одинакова. Какое давление установится после открытия крана?</p>, <p><em>Задача №4.2.68 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m\), \(p_1=100\) кПа, \(p_2=300\) кПа, \(T\), \(p-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-2.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-6702 size-medium"" height=""292"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-2-300x292.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-2-300x292.png 300w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-2-150x146.png 150w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-2-1024x997.png 1024w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-2.png 1469w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""292"" itemprop=""height""/></meta></span></a>Запишем три раза уравнение Клапейрона-Менделеева: для газов в сосудах до открытия крана и после:</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1}{V_1} = \frac{m}{M}RT \;\;\;\;(1)\hfill \\<br/> {p_2}{V_2} = \frac{m}{M}RT \;\;\;\;(2)\hfill \\<br/> p\left( {{V_1} + {V_2}} \right) = \frac{{2m}}{M}RT \;\;\;\;(3)\hfill \\<br/> \end{gathered} \right.\]</p>, <p>Из уравнений (1) и (2) следует, что:</p>, <p>\[{p_1}{V_1} = {p_2}{V_2}\]</p>, <p>\[\frac{{{V_1}}}{{{V_2}}} = \frac{{{p_2}}}{{{p_1}}}\;\;\;\;(4)\]</p>, <p>Также сложим уравнения (1) и (2), тогда получим:</p>, <p>\[{p_1}{V_1} + {p_2}{V_2} = \frac{{2m}}{M}RT\]</p>, <p>Так как равны правые части получившегося равенства и уравнения (3), то равны и левые, то есть:</p>, <p>\[p\left( {{V_1} + {V_2}} \right) = {p_1}{V_1} + {p_2}{V_2}\]</p>, <p>Выразим давление \(p\):</p>, <p>\[p = \frac{{{p_1}{V_1} + {p_2}{V_2}}}{{{V_1} + {V_2}}}\]</p>, <p>Поделим числитель и знаменатель дроби справа на \(V_2\), тогда:</p>, <p>\[p = \frac{{{p_1}\frac{{{V_1}}}{{{V_2}}} + {p_2}}}{{\frac{{{V_1}}}{{{V_2}}} + 1}}\]</p>, <p>Учитывая (4), получим:</p>, <p>\[p = \frac{{{p_1} \cdot \frac{{{p_2}}}{{{p_1}}} + {p_2}}}{{\frac{{{p_2}}}{{{p_1}}} + 1}}\]</p>, <p>\[p = \frac{{2{p_1}{p_2}}}{{{p_1} + {p_2}}}\]</p>, <p>Задача решена в общем виде, давайте посчитаем ответ:</p>, <p>\[p = \frac{{2 \cdot 100 \cdot {{10}^3} \cdot 300 \cdot {{10}^3}}}{{100 \cdot {{10}^3} + 300 \cdot {{10}^3}}} = 150000\;Па = 150\;кПа\]</p>]"
143;[<p>Сколько молей газа следует добавить к одному молю данного газа, чтобы его давление увеличилось в 9,1 раза при постоянном объеме и в два раза большей температуре?</p>, <p><em>Задача №4.2.69 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\nu=1\) моль, \(p_2=9,1p_1\), \(V=const\), \(T_2=2T_1\), \(\Delta \nu-?\)</p>, <p>Запишем уравнение Клапейрона-Менделеева для двух состояний газа:</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1}V = \nu R{T_1} \hfill \\<br/> {p_2}V = \left( {\nu + \Delta \nu } \right)R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Поделим нижнее уравнение на верхнее, тогда:</p>, <p>\[\frac{{{p_2}}}{{{p_1}}} = \left( {1 + \frac{{\Delta \nu }}{\nu }} \right)\frac{{{T_2}}}{{{T_1}}}\]</p>, <p>По условию задачи давление увеличилось в 9,1 раза (\(p_2=9,1p_1\)), а температура – в два раза (\(T_2=2T_1\)), поэтому:</p>, <p>\[\frac{{9,1{p_1}}}{{{p_1}}} = \left( {1 + \frac{{\Delta \nu }}{\nu }} \right)\frac{{2{T_1}}}{{{T_1}}}\]</p>, <p>\[9,1 = 2\left( {1 + \frac{{\Delta \nu }}{\nu }} \right)\]</p>, <p>Выразим отсюда искомую величину \(\Delta \nu\):</p>, <p>\[1 + \frac{{\Delta \nu }}{\nu } = 4,55\]</p>, <p>\[\frac{{\Delta \nu }}{\nu } = 3,55\]</p>, <p>\[\Delta \nu  = 3,55\nu \]</p>, <p>Посчитаем ответ:</p>, <p>\[\Delta \nu  = 3,55 \cdot 1 = 3,55\;моль\]</p>]"
144;[<p>В открытом цилиндре находится 90 г газа. Температуру газа увеличили от 300 до 450 К при постоянном давлении 166 кПа. Сколько молей газа выйдет из цилиндра, если его плотность в начале процесса равна 1 кг/м<sup>3</sup>?</p>, <p><em>Задача №4.2.70 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=90\) г, \(T_1=300\) К, \(T_2=450\) К, \(p=166\) кПа, \(p=const\), \(\rho_1=1\) кг/м<sup>3</sup>, \(\Delta \nu-?\)</p>, <p>Запишем уравнение Клапейрона-Менделеева для двух состояний газа:</p>, <p>\[\left\{ \begin{gathered}<br/> pV = \nu R{T_1} \;\;\;\;(1)\hfill \\<br/> pV = \left( {\nu – \Delta \nu } \right)R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Поскольку равны левые части представленных уравнений, то равны и правые, поэтому:</p>, <p>\[\nu {T_1} = \left( {\nu  – \Delta \nu } \right){T_2}\]</p>, <p>\[\nu \frac{{{T_1}}}{{{T_2}}} = \nu  – \Delta \nu \]</p>, <p>\[\Delta \nu  = \nu \left( {1 – \frac{{{T_1}}}{{{T_2}}}} \right) \;\;\;\;(2)\]</p>, <p>Начальное количество вещества \(\nu\) выразим из уравнения (1):</p>, <p>\[\nu  = \frac{{pV}}{{R{T_1}}}\]</p>, <p>Неизвестный объем газа \(V\) найдем через начальную массу газа \(m\) и начальную плотность \(\rho_1\):</p>, <p>\[V = \frac{m}{{{\rho _1}}}\]</p>, <p>Тогда:</p>, <p>\[\nu  = \frac{{pm}}{{{\rho _1}R{T_1}}}\]</p>, <p>Полученное выражение подставим в формулу (1), таким образом мы получим решение задачи в общем виде:</p>, <p>\[\Delta \nu  = \frac{{pm}}{{{\rho _1}R{T_1}}}\left( {1 – \frac{{{T_1}}}{{{T_2}}}} \right)\]</p>, <p>Переведем массу газа \(m\) в систему СИ и произведем вычисления:</p>, <p>\[90\;г = 0,09\;кг\]</p>, <p>\[\Delta \nu  = \frac{{166 \cdot {{10}^3} \cdot 0,09}}{{1 \cdot 8,31 \cdot 300}}\left( {1 – \frac{{300}}{{450}}} \right) = 2\;моль\]</p>]"
145;[<p>Из баллона объемом 200 дм<sup>3</sup>, содержащего гелий при давлении 2 МПа и температуре 273 К, израсходовали часть газа, занявшего при нормальных условиях объем 1 м<sup>3</sup>. При повторном измерении давления в баллоне получено значение 1,4 МПа. При какой температуре проведено это измерение?</p>, <p><em>Задача №4.2.71 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=200\) дм<sup>3</sup>, \(p_1=2\) МПа, \(T_1=273\) К, \(V_0=1\) м<sup>3</sup>, \(p_2=1,4\) МПа, \(T_2-?\)</p>, <p>Запишем три раза уравнение Клапейрона-Менделеев – два раза для двух состояний газа в баллоне и для выпущенного газа при нормальных условиях:</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1}V = \nu R{T_1} \;\;\;\;(1)\hfill \\<br/> {p_2}V = \left( {\nu – \Delta \nu } \right)R{T_2} \;\;\;\;(2)\hfill \\<br/> {p_0}{V_0} = \Delta \nu R{T_0} \;\;\;\;(3)\hfill \\<br/> \end{gathered} \right.\]</p>, <p>Из уравнения (2) выразим искомую температуру газа \(T_2\):</p>, <p>\[{T_2} = \frac{{{p_2}V}}{{\left( {\nu  – \Delta \nu } \right)R}}\;\;\;\;(4)\]</p>, <p>Начальное количество вещества \(\nu\) выразим из уравнения (1):</p>, <p>\[\nu  = \frac{{{p_1}V}}{{R{T_1}}}\]</p>, <p>Количество вещества \(\Delta \nu\), выпущенное из баллона, выразим из уравнения (3):</p>, <p>\[\Delta \nu  = \frac{{{p_0}{V_0}}}{{R{T_0}}}\]</p>, <p>Тогда формула (4) примет вид:</p>, <p>\[{T_2} = \frac{{{p_2}V}}{{\left( {\frac{{{p_1}V}}{{R{T_1}}} – \frac{{{p_0}{V_0}}}{{R{T_0}}}} \right)R}}\]</p>, <p>\[{T_2} = \frac{{{p_2}V}}{{\frac{{{p_1}V}}{{{T_1}}} – \frac{{{p_0}{V_0}}}{{{T_0}}}}}\]</p>, <p>\[{T_2} = \frac{{{p_2}V{T_0}{T_1}}}{{{p_1}V{T_0} – {p_0}{V_0}{T_1}}}\]</p>, <p>Напомним, что нормальные условия – это давление \(p_0\), равное 100 кПа, и температура \(T_0\), равная 0° C или 273 К. Переведем объем баллона \(V\) в систему СИ:</p>, <p>\[200\;дм^3 = 0,2\;м^3\]</p>, <p>Произведём вычисления:</p>, <p>\[{T_2} = \frac{{1,4 \cdot {{10}^6} \cdot 0,2 \cdot 273 \cdot 273}}{{2 \cdot {{10}^6} \cdot 0,2 \cdot 273 – 100 \cdot {{10}^3} \cdot 1 \cdot 273}} = 254,8\;К =  – 18,2^\circ\;C \]</p>]"
146;"[<p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-usloviyu-zadachi.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к условию задачи"" class=""alignright wp-image-6725 size-thumbnail"" height=""145"" itemprop=""url image"" sizes=""(max-width: 150px) 100vw, 150px"" src=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-usloviyu-zadachi-150x145.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-usloviyu-zadachi-150x145.png 150w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-usloviyu-zadachi-300x291.png 300w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-usloviyu-zadachi.png 938w"" width=""150""/><meta content=""150"" itemprop=""width""><meta content=""145"" itemprop=""height""/></meta></span></a>На рисунке показан график процесса, происходящего с идеальным газом. Укажите точки, соответствующие минимальному и максимальному давлению. Ответ обоснуйте.</p>, <p><em>Задача №4.2.72 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>]";"[<p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-3.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-6726 size-medium"" height=""300"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-3-300x300.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-3-300x300.png 300w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-3-150x150.png 150w, http://easyfizika.ru/wp-content/uploads/2017/03/Shema-k-resheniyu-zadachi-3.png 967w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""300"" itemprop=""height""/></meta></span></a>Для начала запишем уравнение Клапейрона-Менделеева:</p>, <p>\[pV = \nu RT\]</p>, <p>Выразим из уравнения следующее отношение:</p>, <p>\[\frac{V}{T} = \frac{{\nu R}}{p}\]</p>, <p>Для любой прямой на графике V-T, проведённой через начало координат, данное отношение равно тангенсу угла наклона прямой к положительному направлению оси T, то есть:</p>, <p>\[tg\alpha  = \frac{{\nu R}}{p}\]</p>, <p>Значит точки, лежащие на одной такой прямой имеют одинаковое давление. При этом обратите внимание, что чем больше угол \(\alpha\), тем меньше имеют давление точки, лежащие на этой прямой, и наоборот.</p>, <p>Чтобы определить, где имеет место минимальное и максимальное давление, проведем касательные прямые к графику процесса через начало координат (смотрите схему).</p>, <p>Так как угол \(\alpha_1\) – наибольший, то минимальное давление газ имеет в точке A.</p>, <p>Поскольку угол \(\alpha_2\) – наименьший, то максимальное давление газ оказывает в точке D.</p>, <p>Если Вы не поняли решение и у Вас есть какой-то вопрос или Вы нашли ошибку, то смело оставляйте ниже комментарий.</p>]"
