;question;answer
199;[<p>Угол поворота колеса радиусом 0,2 м изменяется по закону \(\varphi=9,42t\) (рад). Сколько оборотов в минуту делает колесо?</p>, <p><em>Задача №1.8.5 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R=0,2\) м, \(\varphi=9,42t\), \(\nu-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-93.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2237 size-medium"" height=""221"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-93-300x221.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-93-300x221.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-93-150x111.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-93.png 540w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""221"" itemprop=""height""/></meta></span></a>Частоту вращения колеса, спрашиваемую в задаче, определим по формуле:</p>, <p>\[\nu  = \frac{\omega }{{2\pi }}\]</p>, <p>Значит, нам необходимо узнать угловую скорость \(\omega\). Делается это просто, если знать, что первая производная от функции изменения угла поворота есть функция изменения угловой скорости.</p>, <p>\[\omega \left( t \right) = {\varphi}’ \left( t \right)\]</p>, <p>\[\omega \left( t \right) = \left( {9,42t} \right)’\]</p>, <p>\[\omega \left( t \right) = 9,42\; рад/с\]</p>, <p>Тогда:</p>, <p>\[\nu  = \frac{{9,42}}{{2 \cdot 3,14}} = 1,5\; [1/с] = 90\; [1/мин]\]</p>]"
200;[<p>На повороте вагон трамвая движется с постоянной по модулю скоростью 5 м/с. Чему равно его центростремительное ускорение, если радиус закругления пути 50 м.</p>, <p><em>Задача №1.8.6 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon=5\) м/с, \(R=50\) м, \(a_ц-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-94.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2249 size-medium"" height=""287"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-94-300x287.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-94-300x287.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-94-150x143.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-94.png 426w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""287"" itemprop=""height""/></meta></span></a>При движении трамвая по закруглению трамвай будет испытывать центростремительное ускорение, которое также называют нормальным ускорением (от слова “нормаль”). Дело в том, что ускорение бывает 2 видов: тангенциальное (оно направлено по касательной) и нормальное. Первое меняется скорость по величине, а второе – по направлению. Геометрическая сумма этих двух ускорений есть полное ускорение.</p>, <p>Как раз на повороте трамвай каждую секунду будет менять направление своей скорости, что говорит о наличии центростремительного ускорения, которое направлено перпендикулярно скорости. Его можно найти по формуле:</p>, <p>\[a_ц = \frac{{{\upsilon ^2}}}{R}\]</p>, <p>Кстати, \(a_ц\) направлено к точке, из которой строится радиус закругления (точка O на рисунке).</p>, <p>Сосчитаем ответ, сделать это очень просто.</p>, <p>\[a_ц = \frac{{{5^2}}}{{50}} = 0,5\; м/с^2\]</p>]"
201;[<p>С какой скоростью автомобиль должен проходить середину выпуклого моста радиусом 40 м, чтобы центростремительное ускорение было 10 м/с<sup>2</sup>?</p>, <p><em>Задача №1.8.7 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R=40\) м, \(a_ц=10\) м/с<sup>2</sup>, \(\upsilon-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-95.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2254 size-medium"" height=""98"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-95-300x98.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-95-300x98.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-95-150x49.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-95-1024x335.png 1024w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-95.png 1293w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""98"" itemprop=""height""/></meta></span></a>Всем известна формула для определения центростремительного ускорения:</p>, <p>\[a_ц = \frac{{{\upsilon ^2}}}{R}\]</p>, <p>Выразим из формулу искомую скорость на середине моста \(\upsilon\).</p>, <p>\[{\upsilon ^2} = {a_ц}R\]</p>, <p>\[\upsilon  = \sqrt {{a_ц}R} \]</p>, <p>Вычислим ответ, подставив в формулу исходные данные.</p>, <p>\[\upsilon  = \sqrt {10 \cdot 40}  = 20\; м/с = 72\; км/ч\]</p>, <p>Сделаем небольшой комментарий к рисунку. Неправильно думать, что весь мост должен быть похож в профиле на полукруг радиусом 40 м. На самом деле он может иметь любую геометрию, нам важно лишь знать радиус закругления в точке, где необходимо найти нормальное (центростремительное) ускорение. Почему это так? Дело в том, что любую линию можно представить совокупностью отрезков и дуг окружностей. Значить точка центра моста лежит на такой дуге окружности, чей радиус равен 40 м, что наглядно показано на рисунке к задаче (кликните по нему для увеличения).</p>]"
202;[<p>Во сколько раз изменится центростремительное ускорение тела, если оно будет двигаться равномерно по окружности вдвое большего радиуса с той же угловой скоростью?</p>, <p><em>Задача №1.8.8 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R_2=2R_1\), \(\omega_1=\omega_2\), \(\frac{a_{ц2}}{a_{ц1}}-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-96.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2262 size-medium"" height=""226"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-96-300x226.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-96-300x226.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-96-150x113.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-96.png 783w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""226"" itemprop=""height""/></meta></span></a>Для начала напомним, что центростремительное ускорение \(a_ц\) связано с угловой скоростью \(\omega\) и радиусом \(R\) формулой:</p>, <p>\[a_ц = {\omega ^2}R\]</p>, <p>Тогда:</p>, <p>\[\frac{{{a_{ц2}}}}{{{a_{ц1}}}} = \frac{{\omega _2^2{R_2}}}{{\omega _1^2{R_1}}}\]</p>, <p>Так как по условию их угловые скорости равны, а радиус \(R_2\) в два раза больше \(R_1\), то:</p>, <p>\[\frac{{{a_{ц2}}}}{{{a_{ц1}}}} = \frac{{\omega _1^2 \cdot 2{R_1}}}{{\omega _1^2{R_1}}} = 2\]</p>]"
203;[<p>Колесо велосипеда делает 100 об/мин. Каков радиус колеса, если скорость велосипедиста равна 4 м/с?</p>, <p><em>Задача №1.8.9 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\nu=100\) об/мин, \(\upsilon=4\) м/с, \(R-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-97.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2273 size-medium"" height=""300"" itemprop=""url image"" sizes=""(max-width: 238px) 100vw, 238px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-97-238x300.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-97-238x300.png 238w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-97-119x150.png 119w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-97.png 510w"" width=""238""/><meta content=""238"" itemprop=""width""><meta content=""300"" itemprop=""height""/></meta></span></a>В системе отсчета, связанной с велосипедистом, колесо совершает вращательное движение, при этом скорость крайних точек колеса равна скорости велосипедиста. Это важный факт, так как в системе отсчета Земли оно совершает сложное плоскопараллельное движение.</p>, <p>Линейная скорость \(\upsilon\) крайних точек колеса связана с угловой скоростью \(\omega\) по формуле:</p>, <p>\[\upsilon  = \omega R\;\;\;\;(1)\]</p>, <p>Угловую скорость (её также называют циклической частотой вращения) найдем из частоты вращения согласно выражению:</p>, <p>\[\omega  = 2\pi \nu \;\;\;\;(2)\]</p>, <p>Подставим (2) в (1).</p>, <p>\[\upsilon  = 2\pi \nu R\]</p>, <p>Выразим необходимый к нахождению радиус \(R\).</p>, <p>\[R = \frac{\upsilon }{{2\pi \nu }}\]</p>, <p>Перед подстановкой данных для расчета в формулу переведем частоту вращения в систему СИ.</p>, <p>\[100\; [1/мин] = \frac{{100}}{{60}}\; [1/с] = \frac{5}{3}\; [1/с]\]</p>, <p>\[R = \frac{4}{{2 \cdot 3,14 \cdot \frac{5}{3}}} = 0,382\; м\]</p>]"
204;[<p>Минутная стрелка часов в 3 раза длиннее секундной. Во сколько раз линейная скорость конца секундной стрелки больше линейной скорости конца минутной стрелки?</p>, <p><em>Задача №1.8.10 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R_2=3R_1\), \(T_1=1\) мин, \(T_2=1\) ч, \(\frac{\upsilon_1}{\upsilon_2}-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-98.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2280 size-medium"" height=""226"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-98-300x226.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-98-300x226.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-98-150x113.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-98.png 783w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""226"" itemprop=""height""/></meta></span></a>Дадим небольшое пояснение к условию задачи. Период, то есть время, за которое та или иная стрелка сделает полный оборот, у секундной стрелки равен \(T_1=1\) мин, а у минутной – \(T_2=1\) ч.</p>, <p>Линейную скорость конца любой стрелки можно определить по формуле:</p>, <p>\[\upsilon  = \omega R\]</p>, <p>Циклическую частоту \(\omega\) определим по известной формуле, зная период \(T\):</p>, <p>\[\omega  = \frac{{2\pi }}{T}\]</p>, <p>Суммируя все написанное:</p>, <p>\[\upsilon  = \frac{{2\pi R}}{T}\]</p>, <p>Тогда отношение скоростей равно:</p>, <p>\[\frac{{{\upsilon _1}}}{{{\upsilon _2}}} = \frac{{2\pi {R_1} \cdot {T_2}}}{{{T_1} \cdot 2\pi {R_2}}} = \frac{{{R_1}{T_2}}}{{{R_2}{T_1}}}\]</p>, <p>Так как минутная стрелка длиннее секундной в 3 раза, то:</p>, <p>\[\frac{{{\upsilon _1}}}{{{\upsilon _2}}} = \frac{{{R_1}{T_2}}}{{3{R_1}{T_1}}} = \frac{{{T_2}}}{{3{T_1}}}\]</p>, <p>Подставим в эту формулу периоды в единицах СИ и получим ответ.</p>, <p>\[1\; ч = 3600\; с\]</p>, <p>\[1\; мин = 60\; с\]</p>, <p>\[\frac{{{\upsilon _1}}}{{{\upsilon _2}}} = \frac{{3600}}{{3 \cdot 60}} = 20\]</p>]"
205;[<p>Тело движется по окружности с постоянной по модулю скоростью. Во сколько раз изменится центростремительное ускорение при увеличении скорости в два раза, если радиус окружности также увеличился в два раза?</p>, <p><em>Задача №1.8.11 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_2=2\upsilon_1\), \(R_2=2R_1\), \(\frac{a_{ц2}}{a_{ц1}}-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-99.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2286 size-medium"" height=""226"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-99-300x226.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-99-300x226.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-99-150x113.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-99.png 783w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""226"" itemprop=""height""/></meta></span></a>Центростремительное ускорение тела, движущегося по окружности радиуса \(R\) со скоростью \(\upsilon\), можно определить по такой формуле:</p>, <p>\[a_ц = \frac{{{\upsilon ^2}}}{R}\]</p>, <p>Найдем отношение ускорений после и до изменения:</p>, <p>\[\frac{{{a_{ц2}}}}{{{a_{ц1}}}} = \frac{{\upsilon _2^2 \cdot {R_1}}}{{{R_2} \cdot \upsilon _1^2}}\]</p>, <p>Теперь выразим конечную скорость и радиус через начальные, используя то, что дано в условии, т.е. \(\upsilon_2=2\upsilon_1\), \(R_2=2R_1\).</p>, <p>\[\frac{{{a_{ц2}}}}{{{a_{ц1}}}} = \frac{{4\upsilon _1^2 \cdot {R_1}}}{{2{R_1} \cdot \upsilon _1^2}} = \frac{4}{2} = 2\]</p>]"
206;[<p>Тело движется равномерно по окружности. Во сколько раз увеличится центростремительное ускорение тела, если скорость увеличить в два раза, а радиус окружности уменьшить в 4 раза?</p>, <p><em>Задача №1.8.12 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_2=2\upsilon_1\), \(R_2=\frac{R_1}{4}\), \(\frac{a_{ц2}}{a_{ц1}}-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-100.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2293 size-medium"" height=""226"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-100-300x226.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-100-300x226.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-100-150x113.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-100.png 783w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""226"" itemprop=""height""/></meta></span></a>При равномерном движении тела со скоростью \(\upsilon\) по окружности радиуса \(R\) его центростремительное ускорение можно найти по формуле:</p>, <p>\[a_ц = \frac{{{\upsilon ^2}}}{R}\]</p>, <p>Найдем во сколько раз изменится это ускорение при изменении скорости и радиуса окружности:</p>, <p>\[\frac{{{a_{ц2}}}}{{{a_{ц1}}}} = \frac{{\upsilon _2^2 \cdot {R_1}}}{{{R_2} \cdot \upsilon _1^2}}\]</p>, <p>Так как скорость увеличилась в 2 раза, а радиус уменьшился в 4 раза, то:</p>, <p>\[\frac{{{a_{ц2}}}}{{{a_{ц1}}}} = \frac{{4\upsilon _1^2 \cdot {R_1}}}{{\frac{{{R_1}}}{4} \cdot \upsilon _1^2}} = 4 \cdot 4 = 16\]</p>]"
207;[<p>Тело равномерно движется по окружности радиусом 2 м с частотой 0,5 с<sup>-1</sup>. Определить модуль центростремительного ускорения тела.</p>, <p><em>Задача №1.8.13 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R=2\) м, \(\nu=0,5\) с<sup>-1</sup>, \(a_ц-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-101.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2300 size-medium"" height=""300"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-101-300x300.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-101-300x300.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-101-150x150.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-101.png 487w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""300"" itemprop=""height""/></meta></span></a>Так как ускорение является векторной величиной, то вопрос “определите модуль ускорения” означает что нужно найти его численное значение.</p>, <p>Центростремительное ускорение \(a_ц\) связано с угловой скоростью \(\omega\) и радиусом \(R\) такой формулой:</p>, <p>\[a_ц = {\omega ^2}R\]</p>, <p>Угловая же скорость \(\omega\) связана с данной в условии задачи частотой вращения \(\nu\) другим соотношением:</p>, <p>\[\omega  = 2\pi \nu \]</p>, <p>Подставим это выражение в первую формулу.</p>, <p>\[a_ц = {\left( {2\pi \nu } \right)^2}R\]</p>, <p>\[a_ц = 4{\pi ^2}{\nu ^2}R\]</p>, <p>Дело остается за малым, вычислим численный ответ.</p>, <p>\[a_ц = 4 \cdot {3,14^2} \cdot {0,5^2} \cdot 2 = 19,72\; м/с^2 \approx 20\; м/с^2\]</p>]"
208;[<p>Тепловоз движется со скоростью 60 км/ч. Сколько оборотов в секунду делают его колеса, если их радиус 50 см?</p>, <p><em>Задача №1.8.14 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon=60\) км/ч, \(R=50\) см, \(\nu-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-102.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2306 size-medium"" height=""300"" itemprop=""url image"" sizes=""(max-width: 267px) 100vw, 267px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-102-267x300.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-102-267x300.png 267w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-102-133x150.png 133w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-102.png 553w"" width=""267""/><meta content=""267"" itemprop=""width""><meta content=""300"" itemprop=""height""/></meta></span></a>По сути в задаче спрашивают частоту вращения колеса, которое и показывает количество оборотов в секунду.</p>, <p>Как уже много раз говорилось в решениях задач на этом сайте, строго говоря, колеса совершают только вращательное движение в системе отсчета (СО), связанной с самим тепловозом. В системе отсчета Земли (т.е. для стороннего наблюдателя) колеса совершают так называемое качение, которое является совокупностью поступательного и вращательного движения. Характерно, что при качении колеса тепловоза без проскальзывания точка соприкосновения с рельсами не имеет скорости (только относительно Земли!). Будет очень здорово, если Вы запомните этот факт.</p>, <p>В СО тепловоза линейная скорость крайних точек колеса равна скорости тепловоза, с которой он движется относительно Земли. Связь линейной и угловой скорости выглядит так:</p>, <p>\[\upsilon  = \omega R \Rightarrow \omega  = \frac{\upsilon }{R}\]</p>, <p>Частота вращения связана с угловой скоростью соотношением:</p>, <p>\[\omega  = 2\pi \nu  \Rightarrow \nu  = \frac{\omega }{{2\pi }}\]</p>, <p>Подставим первую формулу во вторую, чтобы получить ответ в общем виде.</p>, <p>\[\nu  = \frac{\upsilon }{{2\pi R}}\]</p>, <p>Переведем численные данные задачи в систему СИ.</p>, <p>\[60\; км/ч = \frac{{60 \cdot 1000}}{{1 \cdot 3600}}\; м/с = \frac{{600}}{{36}}\; м/с = \frac{{50}}{3}\; м/с\]</p>, <p>\[50\; см = \frac{{50}}{{100}}\; м = 0,5\; м\]</p>, <p>В итоге:</p>, <p>\[\nu  = \frac{{50}}{{3 \cdot 2 \cdot 3,14 \cdot 0,5}} = 5,31\; [1/с]\]</p>]"
209;[<p>К валу, радиус которого 5 см, прикреплена нить. Через 5 с после начала равномерного вращения вала на него намоталось 10 м нити. Чему равны период и угловая скорость вращения вала?</p>, <p><em>Задача №1.8.15 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R=5\) см, \(t=5\) с, \(S=10\) м, \(T-?\), \(\omega-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-103.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2312 size-medium"" height=""277"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-103-300x277.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-103-300x277.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-103-150x139.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-103.png 608w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""277"" itemprop=""height""/></meta></span></a>Период, то есть время, за которое делается полный оборот вала, найдем, разделив все время \(t\) на количество оборотов \(N\).</p>, <p>\[T = \frac{t}{N}\]</p>, <p>Любая точка вала прошла по окружности за все время путь \(S\). Так как периметр окружности легко найти из формулы \(2\pi R\), то легко найти количество оборотов \(N\).</p>, <p>\[N = \frac{S}{{2\pi R}}\]</p>, <p>В итоге период найдем по такой формуле:</p>, <p>\[T = \frac{{2\pi Rt}}{S}\]</p>, <p>Угловая скорость связана с периодом соотношением:</p>, <p>\[\omega  = \frac{{2\pi }}{T}\]</p>, <p>Подставим в это выражение полученную нами ранее формулу для периода. Не забываем переводить все подставляемые величины в систему СИ.</p>, <p>\[\omega  = \frac{{2\pi S}}{{2\pi Rt}} = \frac{S}{{Rt}}\]</p>, <p>Осталось только посчитать ответы.</p>, <p>\[T = \frac{{2 \cdot 3,14 \cdot 0,05 \cdot 5}}{{10}} = 0,16\; с\]</p>, <p>\[\omega  = \frac{{10}}{{0,05 \cdot 5}} = 40\; рад/с\]</p>]"
210;[<p>Велосипедист начинает двигаться делать поворот по кругу со скоростью 10 м/с, а заканчивает со скоростью 5 м/с. Определите максимальное отношение центростремительных ускорений во время поворота.</p>, <p><em>Задача №1.8.16 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_1=10\) м/с, \(\upsilon_2=5\) м/с, \(\frac{a_{ц1}}{a_{ц2}}-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-104.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-2321 size-medium"" height=""300"" itemprop=""url image"" sizes=""(max-width: 291px) 100vw, 291px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-104-291x300.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-104-291x300.png 291w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-104-145x150.png 145w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-104.png 412w"" width=""291""/><meta content=""291"" itemprop=""width""><meta content=""300"" itemprop=""height""/></meta></span></a>Центростремительное ускорение можно всегда найти, зная скорость \(\upsilon\) и радиус кривизны траектории \(R\), по следующей формуле:</p>, <p>\[a_ц = \frac{{{\upsilon ^2}}}{R}\]</p>, <p>Видно, что центростремительное (или его ещё называют нормальным) ускорение прямо пропорционально квадрату скорости \(\upsilon\) и обратно пропорционально радиусу кривизны траектории \(R\). Значит, в начале центростремительное ускорение у велосипедиста было больше, нежели в конце, из-за более высокой скорости, поэтому нужно найти отношение \(\frac{a_{ц1}}{a_{ц2}}\), поскольку оно будет наибольшим. Радиус кривизны \(R\) в ходе движения не меняется.</p>, <p>\[\frac{{{a_{ц1}}}}{{{a_{ц2}}}} = \frac{{\upsilon _1^2 \cdot R}}{{R \cdot \upsilon _2^2}} = \frac{{\upsilon _1^2}}{{\upsilon _2^2}} = {\left( {\frac{{{\upsilon _1}}}{{{\upsilon _2}}}} \right)^2}\]</p>, <p>В итоге максимальное отношение центростремительных ускорений равно:</p>, <p>\[\frac{{{a_{ц1}}}}{{{a_{ц2}}}} = {\left( {\frac{{10}}{5}} \right)^2} = 4\]</p>]"
